Model,Data Length,Horizon,Signal Lag,Leverage,Double Down,Strategy Type,Net PnL,Gross PnL,Net SR,Gross SR
RBC,5y,2022-12-31_2025-09-30,30b,1,No,MR,0.19,0.19,0.5,0.5
RBC,10y,2022-12-31_2025-09-30,10b,1,Yes,MR,0.14,0.14,0.26,0.26
RBC,20y,2022-12-31_2025-09-30,10b,1,Yes,MR,0.14,0.14,0.26,0.26
RBC,10y,2022-12-31_2025-09-30,10b,1,No,MR,0.12,0.12,0.31,0.32
RBC,20y,2022-12-31_2025-09-30,10b,1,No,MR,0.12,0.12,0.31,0.32
RBC,5y,2022-12-31_2025-09-30,20b,2,Yes,MOM,0.09,0.1,0.07,0.07
RBC,5y,2022-12-31_2025-09-30,20b,2,No,MOM,0.08,0.08,0.11,0.11
RBC,5y,2022-12-31_2025-09-30,10b,2,Yes,MOM,0.06,0.06,0.05,0.05
RBC,5y,2022-12-31_2025-09-30,20b,1,Yes,MOM,0.05,0.05,0.07,0.07
RBC,5y,2022-12-31_2025-09-30,20b,1,No,MOM,0.04,0.04,0.11,0.11
RBC,5y,2022-12-31_2025-09-30,10b,1,Yes,MOM,0.03,0.03,0.05,0.05
RBC,5y,2022-12-31_2025-09-30,10b,2,No,MOM,0.02,0.02,0.02,0.02
RBC,5y,2022-12-31_2025-09-30,10b,1,No,MOM,0.01,0.01,0.02,0.02
RBC,5y,2022-12-31_2025-09-30,10b,1,No,MR,-0.01,-0.01,-0.02,-0.02
RBC,5y,2022-12-31_2025-09-30,10b,2,No,MR,-0.02,-0.02,-0.02,-0.02
RBC,5y,2022-12-31_2025-09-30,10b,1,Yes,MR,-0.03,-0.03,-0.05,-0.05
RBC,5y,2022-12-31_2025-09-30,20b,1,No,MR,-0.04,-0.04,-0.11,-0.11
RBC,5y,2022-12-31_2025-09-30,20b,1,Yes,MR,-0.05,-0.05,-0.07,-0.07
RBC,5y,2022-12-31_2025-09-30,10b,2,Yes,MR,-0.06,-0.06,-0.05,-0.05
RBC,5y,2022-12-31_2025-09-30,20b,2,No,MR,-0.09,-0.08,-0.11,-0.11
RBC,5y,2022-12-31_2025-09-30,20b,2,Yes,MR,-0.1,-0.1,-0.07,-0.07
RBC,10y,2022-12-31_2025-09-30,10b,1,No,MOM,-0.12,-0.12,-0.32,-0.32
RBC,20y,2022-12-31_2025-09-30,10b,1,No,MOM,-0.12,-0.12,-0.32,-0.32
RBC,10y,2022-12-31_2025-09-30,10b,1,Yes,MOM,-0.15,-0.14,-0.27,-0.26
RBC,20y,2022-12-31_2025-09-30,10b,1,Yes,MOM,-0.15,-0.14,-0.27,-0.26
RBC,5y,2022-12-31_2025-09-30,30b,1,No,MOM,-0.19,-0.19,-0.5,-0.5
RBC,10y,2022-12-31_2025-09-30,20b,1,No,MOM,-0.22,-0.22,-0.58,-0.58
RBC,20y,2022-12-31_2025-09-30,20b,1,No,MOM,-0.22,-0.22,-0.58,-0.58
RBC,5y,2022-12-31_2025-09-30,30b,1,Yes,MOM,-0.22,-0.22,-0.33,-0.33
RBC,10y,2022-12-31_2025-09-30,10b,2,No,MOM,-0.24,-0.24,-0.32,-0.32
RBC,20y,2022-12-31_2025-09-30,10b,2,No,MOM,-0.24,-0.24,-0.32,-0.32
RBC,10y,2022-12-31_2025-09-30,20b,1,Yes,MOM,-0.25,-0.25,-0.47,-0.47
RBC,20y,2022-12-31_2025-09-30,20b,1,Yes,MOM,-0.25,-0.25,-0.47,-0.47
RBC,10y,2022-12-31_2025-09-30,10b,2,Yes,MOM,-0.29,-0.29,-0.27,-0.26
RBC,20y,2022-12-31_2025-09-30,10b,2,Yes,MOM,-0.29,-0.29,-0.27,-0.26
RBC,10y,2022-12-31_2025-09-30,30b,1,No,MOM,-0.36,-0.36,-0.96,-0.95
RBC,20y,2022-12-31_2025-09-30,30b,1,No,MOM,-0.36,-0.36,-0.96,-0.95
RBC,5y,2022-12-31_2025-09-30,30b,2,No,MOM,-0.37,-0.37,-0.5,-0.5
RBC,10y,2022-12-31_2025-09-30,20b,2,No,MOM,-0.43,-0.43,-0.58,-0.58
RBC,20y,2022-12-31_2025-09-30,20b,2,No,MOM,-0.43,-0.43,-0.58,-0.58
RBC,5y,2022-12-31_2025-09-30,30b,2,Yes,MOM,-0.44,-0.44,-0.33,-0.33
RBC,10y,2022-12-31_2025-09-30,30b,1,Yes,MOM,-0.44,-0.44,-0.86,-0.86
RBC,20y,2022-12-31_2025-09-30,30b,1,Yes,MOM,-0.44,-0.44,-0.86,-0.86
RBC,10y,2022-12-31_2025-09-30,20b,2,Yes,MOM,-0.5,-0.5,-0.47,-0.47
RBC,20y,2022-12-31_2025-09-30,20b,2,Yes,MOM,-0.5,-0.5,-0.47,-0.47
RBC,10y,2022-12-31_2025-09-30,30b,2,No,MOM,-0.72,-0.71,-0.96,-0.95
RBC,20y,2022-12-31_2025-09-30,30b,2,No,MOM,-0.72,-0.71,-0.96,-0.95
RBC,10y,2022-12-31_2025-09-30,30b,2,Yes,MOM,-0.89,-0.89,-0.86,-0.86
RBC,20y,2022-12-31_2025-09-30,30b,2,Yes,MOM,-0.89,-0.89,-0.86,-0.86
